,seller_id,seller_city,seller_state,distinct_prod,distinct_categories,delivery_avg,review_avg,total_orders,total_income,avg_price_month
1100,1703,fazenda rio grande,PR,9,2,-12.44,4.78,9,458.0,50.89
1101,1701,sao goncalo,RJ,46,1,-14.91,3.91,46,3668.5099999999998,79.75
1102,1539,mogi das cruzes,SP,96,5,-9.16,4.31,96,8926.25,92.98
1103,393,sao paulo,SP,57,1,-8.68,4.39,57,3083.3,54.09
1104,3088,amparo,SP,61,3,-13.43,3.82,61,9169.5,150.32
1105,1223,sorocaba,SP,57,5,-8.49,4.35,57,4122.9,72.33
1106,2869,guarulhos,SP,8,4,-7.0,3.5,8,1647.3899999999999,205.92
1107,519,santa maria,RS,1,1,-13.0,3.0,1,49.9,49.9
1108,624,salto,SP,9,3,-9.78,3.56,9,787.86,87.54
1109,2855,itatiba,SP,36,1,-16.23,4.33,36,4107.400000000001,114.09
1110,1680,sao paulo,SP,20,1,-14.89,3.75,20,407.3,20.37
1111,1059,sao paulo,SP,7,2,-7.86,5.0,7,245.92999999999998,35.13
1112,2820,sao paulo,SP,156,4,-12.04,3.87,156,5148.92,33.01
1113,2097,rio de janeiro,RJ,5,2,-8.0,3.2,5,289.5,57.9
1114,2086,novo hamburgo,RS,1,1,,1.0,1,65.0,65.0
1115,2108,descalvado,SP,18,4,-12.61,4.11,18,3340.66,185.59
1116,1838,sao paulo,SP,12,2,-9.67,3.5,12,4677.29,389.77
1117,2000,sao paulo,SP,110,3,-17.19,2.95,110,9156.300000000001,83.24
1118,682,sao paulo,SP,18,1,-14.17,4.06,18,2233.7799999999997,124.1
1119,842,piracicaba,SP,25,4,-6.16,4.24,25,1228.82,49.15
1120,2151,curitiba,PR,21,1,-13.29,4.52,21,7288.99,347.09
1121,1225,curitiba,PR,1,1,-10.0,5.0,1,439.0,439.0
1122,1994,curitiba,PR,21,5,-17.5,4.43,21,1239.2,59.01
1123,2421,sao paulo,SP,15,4,-13.0,4.2,15,511.94,34.13
1124,1218,itaborai,RJ,17,1,-13.18,3.18,17,399.0,23.47
1125,1467,sao paulo,SP,3,1,-11.33,4.33,3,189.98000000000002,63.33
1126,567,volta redonda,RJ,5,2,-8.6,4.8,5,683.08,136.62
1127,3043,boituva,SP,1,1,,1.0,1,89.9,89.9
1128,29,rio de janeiro,RJ,2,1,,3.0,2,54.98,27.49
1129,2478,sao jose do rio preto,SP,63,2,-9.19,4.05,63,7096.71,112.65
1130,1853,ao bernardo do campo,SP,4,1,-4.5,4.75,4,434.96,108.74
1131,1943,sao paulo,SP,4,2,-5.75,4.75,4,383.0,95.75
1132,2205,sao caetano do sul,SP,36,3,-6.97,4.03,36,42829.0,1189.69
1133,1689,curitiba,PR,18,2,-9.5,4.61,18,1693.75,94.1
1134,3086,curitiba,PR,21,2,-10.43,4.29,21,2140.8,101.94
1135,650,ampere,PR,32,1,-10.97,4.75,32,2056.3,64.26
1136,2267,sao paulo,SP,5,1,-7.0,4.0,5,117.57,23.51
1137,603,curitiba,PR,34,1,-14.82,4.03,34,2896.0,85.18
1138,748,curitiba,PR,16,1,-10.93,3.06,16,1313.9,82.12
1139,1096,sao paulo,SP,14,1,-4.36,4.64,14,778.9,55.64
1140,2075,aruja,SP,8,4,-11.86,3.75,8,788.9,98.61
1141,3027,bonfinopolis de minas,MG,6,2,-11.0,4.17,6,696.0,116.0
1142,500,sao paulo,SP,57,5,-13.11,4.0,57,5135.71,90.1
1143,2946,sao bernardo do campo,SP,7,0,-14.86,3.86,7,250.45,35.78
1144,2976,vicosa,MG,34,2,-13.5,4.41,34,26165.0,769.56
1145,610,londrina,PR,18,4,-15.06,4.28,18,6562.59,364.59
1146,565,barueri,SP,2,1,-10.0,4.5,2,141.82,70.91
1147,2052,uberlandia,MG,137,7,-14.37,3.9,137,6861.650000000001,50.09
1148,586,cachoeiro de itapemirim,ES,5,5,-8.2,4.6,5,256.89,51.38
1149,1862,cuiaba,MT,37,2,-16.84,3.76,37,4248.0,114.81
1150,2504,baependi,MG,92,4,-16.85,3.87,92,12897.89,140.19
1151,2853,limeira,SP,12,1,-10.83,4.08,12,3951.0,329.25
1152,747,sao paulo,SP,44,3,-13.72,4.34,44,4093.53,93.03
1153,1109,ibitinga,SP,29,2,-12.07,2.45,29,2577.8,88.89
1154,265,sao paulo,SP,11,1,-7.0,4.55,11,1959.0,178.09
1155,512,itu,SP,6,2,-18.83,3.83,6,740.4,123.4
1156,2935,vitoria,ES,17,1,-13.0,3.0,17,872.54,51.33
1157,1773,taboao da serra,SP,5,1,,1.0,5,1299.5500000000002,259.91
1158,506,divinopolis,MG,35,1,-13.97,3.63,35,12732.6,363.79
1159,928,valinhos,SP,5,1,-11.2,2.4,5,289.7,57.94
1160,2607,floresta,PR,23,3,-7.91,4.52,23,1307.87,56.86
1161,1593,divinopolis,MG,2,1,-16.0,4.5,2,223.9,111.95
1162,693,sao jose do rio preto,SP,31,2,-14.0,4.06,31,5572.6,179.76
1163,1744,sao goncalo,RJ,66,1,-12.6,4.0,66,9091.0,137.74
1164,1875,muriae,MG,7,1,-8.14,3.86,7,678.0,96.86
1165,2530,belo horizonte,MG,1,0,-8.0,3.0,1,58.8,58.8
1166,2183,florianopolis,SC,17,1,-17.59,4.35,17,995.04,58.53
1167,736,jales,SP,109,1,-13.01,4.03,109,5439.099999999999,49.9
1168,1358,sao paulo,SP,52,3,-16.59,3.73,52,6367.8,122.46
1169,3075,curitiba,PR,7,2,-7.71,4.57,7,414.3,59.19
1170,1014,jundiai,SP,5,2,-10.8,4.4,5,235.59,47.12
1171,2887,joinville,SC,44,2,-16.84,3.66,44,4642.59,105.51
1172,770,santo andre,SP,34,3,-7.59,3.97,34,7292.25,214.48
1173,2507,04482255,RJ,1,1,,3.0,1,399.9,399.9
1174,2349,criciuma,SC,11,1,-12.8,4.36,11,768.9000000000001,69.9
1175,1920,foz do iguacu,PR,12,1,-12.92,4.83,12,406.3,33.86
1176,834,sao roque,SP,45,9,-7.43,3.82,45,5974.9,132.78
1177,1178,sao paulo,SP,17,1,-10.35,4.76,17,2943.0,173.12
1178,2429,itaipulandia,PR,11,4,-17.64,3.91,11,1429.83,129.98
1179,1752,pirituba,SP,175,1,-14.31,4.06,175,21712.9,124.07
1180,845,teresina,PI,12,1,-13.82,4.08,12,2522.0,210.17
1181,1551,campo grande,MS,5,1,-8.4,4.2,5,1037.6,207.52
1182,2377,indaiatuba,SP,14,1,-6.85,4.07,14,16150.0,1153.57
1183,436,apucarana,PR,12,2,-8.17,4.75,12,7729.0,644.08
1184,1974,sao jose do rio preto,SP,49,5,-19.38,3.92,49,10024.2,204.58
1185,2199,curitibanos,SC,6,2,-13.4,4.17,6,651.8,108.63
1186,1874,luziania,GO,17,1,-11.25,3.71,17,2364.88,139.11
1187,1189,varginha,MG,2,1,-26.0,3.0,2,600.0,300.0
1188,1254,sao paulo,SP,34,1,-30.85,3.94,34,13687.0,402.56
1189,1723,jaragua do sul,SC,86,4,-13.31,4.16,86,3148.46,36.61
1190,1863,maringa,PR,16,1,-16.38,4.06,16,2619.0,163.69
1191,2449,maringa,PR,10,2,-13.6,4.8,10,760.0,76.0
1192,1479,sao paulo,SP,11,1,-7.45,4.91,11,1210.0,110.0
1193,1168,sao paulo,SP,46,2,-7.93,4.59,46,1158.0,25.17
1194,2703,santos,SP,63,1,-14.89,4.14,63,5153.400000000001,81.8
1195,705,mandirituba,PR,15,1,-11.0,4.67,15,3578.0,238.53
1196,3033,foz do iguacu,PR,26,1,-15.92,3.85,26,2434.5,93.63
1197,2576,sao paulo,SP,65,3,-8.97,4.42,65,3307.5,50.88
1198,354,birigui,SP,14,1,-16.31,3.86,14,1198.6000000000001,85.61
1199,901,sao paulo,SP,40,1,-8.05,4.22,40,8124.4,203.11
1200,1094,caxias do sul,RS,15,1,-7.0,4.0,15,794.3,52.95
1201,110,itapevi,SP,7,1,-5.71,2.71,7,221.62,31.66
1202,581,sao paulo,SP,64,2,-12.45,3.84,64,2624.98,41.02
1203,2796,ferraz de  vasconcelos,SP,2,1,-8.5,3.0,2,108.0,54.0
1204,2706,sao paulo,SP,4,1,-41.67,3.0,4,119.96000000000001,29.99
1205,1798,conselheiro lafaiete,MG,4,1,-5.5,4.25,4,425.0,106.25
1206,2531,sao jose dos campos,SP,7,2,-6.71,4.71,7,519.09,74.16
1207,991,guarulhos,SP,4,1,-7.5,4.75,4,409.6,102.4
1208,1422,campina grande,PB,2,1,-18.0,4.0,2,77.5,38.75
1209,1442,brasilia,DF,3,2,-5.67,5.0,3,228.4,76.13
1210,2698,sao bernardo do campo,SP,37,2,-16.54,4.11,37,6689.6,180.8
1211,1872,catanduva,SP,8,2,-12.88,4.38,8,1309.2,163.65
1212,1833,sao paulo,SP,67,1,-13.79,3.99,67,19463.0,290.49
1213,193,campinas,SP,4,1,-4.25,5.0,4,284.6,71.15
1214,1547,sao paulo,SP,60,8,-8.32,4.2,60,7979.68,132.99
1215,2912,carapicuiba,SP,40,3,-8.72,4.53,40,6186.7,154.67
1216,1939,bofete,SP,3,1,-8.33,4.67,3,9399.97,3133.32
1217,1201,salto,SP,3,1,-19.33,3.67,3,397.0,132.33
1218,1337,sao paulo,SP,13,2,-5.92,4.15,13,2112.7,162.52
1219,1325,sao paulo,SP,7,2,-34.67,2.71,7,939.9300000000001,134.28
1220,1405,ibitinga,SP,12,2,-9.83,4.17,12,2136.5299999999997,178.04
1221,1131,sao jose do rio preto,SP,10,1,-10.1,4.7,10,775.76,77.58
1222,1902,camanducaia,MG,12,2,-7.58,4.42,12,871.8,72.65
1223,2614,curitiba,PR,15,1,-16.87,4.27,15,2888.4,192.56
1224,2171,imbituba,SC,13,1,-22.15,4.23,13,1153.8,88.75
1225,115,santos,SP,3,1,-8.33,4.67,3,452.0,150.67
1226,2950,sao paulo,SP,10,2,-9.1,4.9,10,2930.0,293.0
1227,2261,campinas,SP,11,3,-11.27,3.82,11,2640.9,240.08
1228,1956,jundiai,SP,11,1,-12.27,4.09,11,990.9,90.08
1229,1047,osasco,SP,22,2,-6.5,3.77,22,3013.78,136.99
1230,2159,goiania,GO,45,1,-9.49,4.67,45,7905.9,175.69
1231,111,uba,MG,7,1,-29.0,2.43,7,3517.99,502.57
1232,123,sao paulo,SP,5,1,-6.2,5.0,5,487.5,97.5
1233,2856,sao paulo,SP,8,1,-10.0,5.0,8,1432.0,179.0
1234,2058,timbo,SC,112,5,-12.29,4.05,112,9376.95,83.72
1235,1679,sao paulo,SP,6,1,-6.5,4.17,6,568.2,94.7
1236,478,itaporanga,SP,3,1,-14.0,5.0,3,201.5,67.17
1237,1512,bauru,SP,30,6,-9.53,4.8,30,2085.0,69.5
1238,948,sao paulo,SP,39,4,-10.38,3.95,39,1029.1,26.39
1239,1638,sao paulo,SP,2,1,-14.5,4.5,2,251.0,125.5
1240,647,sao paulo,SP,1,1,-15.0,4.0,1,94.0,94.0
1241,205,sao paulo,SP,2,1,-6.5,4.5,2,189.8,94.9
1242,20,catanduva,SP,12,1,-12.92,4.08,12,577.5,48.12
1243,371,curitiba,PR,14,1,-10.71,4.57,14,881.1,62.94
1244,1336,palhoca,SC,1,1,-13.0,4.0,1,75.0,75.0
1245,481,sao paulo,SP,28,3,-7.79,4.0,28,835.0,29.82
1246,1592,sao jose dos pinhais,PR,74,1,-12.85,4.27,74,9477.87,128.08
1247,34,santo andre,SP,25,3,-10.92,4.56,25,5503.09,220.12
1248,1913,curitiba,PR,14,1,-8.71,4.93,14,785.6,56.11
1249,902,campo limpo paulista,SP,49,1,-10.9,4.06,49,6632.0,135.35
1250,347,sao paulo,SP,43,1,-9.54,4.3,43,2323.2999999999997,54.03
1251,2776,sao paulo,SP,11,3,-6.9,3.73,11,988.89,89.9
1252,941,jaboticabal,SP,92,4,-11.99,4.16,92,9637.9,102.51
1253,1345,flores da cunha,RS,5,3,-11.0,3.4,5,838.9,167.78
1254,573,parai,RS,31,1,-10.61,3.58,31,6911.71,222.96
1255,1044,sao paulo,SP,10,1,-11.17,3.2,10,294.8,29.48
1256,366,sao paulo,SP,33,2,-14.33,4.33,33,17190.8,520.93
1257,2251,betim,MG,41,5,-9.5,3.8,41,6001.59,146.38
1258,1715,praia grande,SP,2,1,-9.5,5.0,2,114.9,57.45
1259,1996,porto alegre,RS,19,1,-14.63,4.05,19,3706.1,195.06
1260,1423,curitiba,PR,40,4,-11.0,4.05,40,9561.85,239.05
1261,2770,sao paulo,SP,16,7,-7.12,3.88,16,491.94,30.75
1262,685,sao paulo,SP,6,2,-11.8,3.5,6,2219.6,369.93
1263,1589,tiete,SP,11,2,-18.36,4.55,11,1552.27,141.12
1264,2339,nova friburgo,RJ,18,1,-13.61,2.72,18,7482.0,415.67
1265,1511,sao paulo,SP,3,1,-9.0,4.67,3,131.9,43.97
1266,1060,chapeco,SP,2,2,-15.0,5.0,2,243.8,121.9
1267,765,juiz de fora,MG,13,3,-9.08,5.0,13,438.9,33.76
1268,1830,umuarama,PR,100,1,-12.52,4.25,100,5822.8,58.23
1269,1929,sao carlos,SP,1,1,-6.0,5.0,1,62.8,62.8
1270,3068,pedreira,SP,136,3,-8.18,4.29,136,7647.0199999999995,56.23
1271,1483,marilia,SP,39,1,-14.1,4.33,39,2030.88,52.07
1272,1421,lagoa santa,MG,14,2,-9.21,4.29,14,1564.28,111.73
1273,1101,monteiro lobato,SP,45,2,-14.93,4.73,45,2361.06,52.47
1274,1402,limeira,SP,15,3,-8.07,4.73,15,2265.7,151.05
1275,3036,campinas,SP,5,2,-7.8,4.6,5,119.2,23.84
1276,1231,diadema,SP,15,2,-12.73,4.2,15,2245.0,149.67
1277,62,criciuma,SC,4,2,-9.5,5.0,4,952.0,238.0
1278,802,sao jose do rio pardo,SP,19,1,-12.32,4.32,19,1131.25,59.54
1279,1107,jundiai,SP,8,1,-23.62,2.75,8,764.17,95.52
1280,1527,sao roque,SP,14,1,-10.43,4.14,14,344.41999999999996,24.6
1281,602,santo andre,SP,30,1,-6.27,4.93,30,1269.3,42.31
1282,2068,cuiaba,MT,52,1,-13.82,4.25,52,4880.22,93.85
1283,958,sao paulo,SP,22,1,-13.59,4.41,22,4906.99,223.04
1284,2791,curitibanos,SC,17,3,-31.94,3.82,17,4305.99,253.29
1285,2729,brasilia,DF,33,1,-12.82,4.52,33,2121.7000000000003,64.29
1286,2811,sao paulo,SP,36,1,-15.94,3.89,36,10379.07,288.31
1287,1165,sao paulo,SP,79,9,-9.44,4.44,79,2799.6,35.44
1288,336,sp / sp,SP,12,5,-12.42,4.25,12,1045.47,87.12
1289,1696,contagem,MG,9,4,-9.22,4.78,9,1256.0,139.56
1290,2332,sao paulo,SP,3,0,-27.0,2.33,3,34.5,11.5
1291,127,jundiai,SP,12,2,-5.25,4.58,12,667.9,55.66
1292,1801,sao paulo,SP,1,1,-10.0,5.0,1,115.0,115.0
1293,724,rio de janeiro,RJ,24,6,-8.41,4.17,24,790.7,32.95
1294,2306,limeira,SP,5,1,-7.6,4.0,5,161.95,32.39
1295,2293,guarulhos,SP,68,3,-13.69,3.94,68,4373.98,64.32
1296,861,barra mansa,RJ,12,1,-11.2,2.5,12,628.61,52.38
1297,1399,mogi das cruzes / sp,SP,1,1,-17.0,5.0,1,54.0,54.0
1298,2566,sao paulo,SP,34,1,-8.15,4.65,34,1487.6,43.75
1299,1822,varginha,MG,24,4,-13.17,4.04,24,8606.25,358.59
1300,309,sao paulo,SP,32,1,-9.16,3.59,32,4897.0,153.03
1301,1116,petropolis,RJ,24,3,-10.62,3.75,24,1086.6,45.28
1302,1045,sao paulo,SP,28,3,-8.18,3.93,28,4480.6,160.02
1303,2748,sao pedro,SP,12,1,-13.09,3.67,12,1188.8000000000002,99.07
1304,2876,goiania,GO,1,1,-11.0,5.0,1,6499.0,6499.0
1305,1136,pinhais,PR,47,5,-11.28,4.45,47,3241.66,68.97
1306,1829,sao paulo,SP,29,3,-6.24,4.66,29,3381.73,116.61
1307,1175,ibitinga,SP,59,1,-15.58,2.93,59,3851.63,65.28
1308,142,teixeira soares,PR,79,1,-17.0,3.53,79,13455.45,170.32
1309,2198,santo antonio da patrulha,RS,2,2,-35.0,1.0,2,376.8,188.4
1310,1582,sao jose do rio preto,SP,7,2,-11.0,4.43,7,766.08,109.44
1311,1583,florianopolis,SC,3,1,-17.0,2.33,3,727.9,242.63
1312,2223,sao paulo,SP,14,3,-9.71,4.21,14,1289.77,92.13
1313,1487,araraquara,SP,8,2,-13.14,4.0,8,385.0,48.12
1314,488,santa maria,RS,2,1,-6.0,5.0,2,48.98,24.49
1315,452,curitiba,PR,11,1,-9.36,4.18,11,573.1,52.1
1316,1885,santos,SP,2,2,-16.0,5.0,2,41.0,20.5
1317,88,sao paulo,SP,5,2,-6.2,4.8,5,385.95,77.19
1318,2132,sao paulo,SP,18,1,-23.29,1.72,18,24699.19,1372.18
1319,1499,jacutinga,MG,74,3,-12.9,3.62,74,8264.6,111.68
1320,42,sao paulo,SP,5,1,-14.6,4.0,5,12925.0,2585.0
1321,1728,caucaia,CE,35,1,-18.15,4.46,35,3019.54,86.27
1322,2141,curitiba,PR,30,2,-14.57,4.4,30,9575.5,319.18
1323,1647,franca,SP,15,1,-19.73,3.2,15,7564.5,504.3
1324,654,mucambo,CE,12,3,-21.82,3.67,12,496.0,41.33
1325,723,sao paulo,SP,10,2,-11.6,4.7,10,1134.0,113.4
1326,531,macae,RJ,3,1,-10.0,3.67,3,317.70000000000005,105.9
1327,330,belo horizonte,MG,1,1,-6.0,5.0,1,97.9,97.9
1328,862,juiz de fora,MG,38,1,-12.39,3.37,38,1077.1,28.34
1329,1395,alambari,SP,5,1,-21.2,4.0,5,138.6,27.72
1330,2798,itapevi,SP,30,5,-10.1,3.93,30,4427.0,147.57
1331,1518,goiania,GO,5,1,-8.0,4.2,5,321.5,64.3
1332,1031,belo horizonte,MG,7,3,-13.29,3.86,7,649.3,92.76
1333,477,belo horizonte,MG,1,1,-12.0,5.0,1,29.9,29.9
1334,2258,fortaleza,CE,14,1,-13.71,4.5,14,7846.0,560.43
1335,2851,porto ferreira,SP,36,1,-15.53,2.69,36,1216.74,33.8
1336,1382,rolandia,PR,143,9,-14.16,3.41,143,24469.1,171.11
1337,892,mogi das cruzes,SP,11,1,-10.73,4.36,11,1463.0,133.0
1338,357,ibitinga,SP,27,1,-19.37,3.26,27,1693.5,62.72
1339,2322,sao paulo,SP,5,0,-7.2,4.2,5,333.0,66.6
1340,480,sao paulo,SP,6,2,-9.33,4.67,6,820.0,136.67
1341,1610,sao paulo,SP,54,2,-19.67,3.15,54,5409.6,100.18
1342,86,sao paulo,SP,45,1,-10.75,3.71,45,4858.56,107.97
1343,23,ribeirao preto / sao paulo,SP,40,7,-8.18,4.3,40,1247.0,31.18
1344,239,nova friburgo,RJ,31,2,-10.87,4.13,31,1079.26,34.81
1345,825,araras,SP,14,2,-14.64,3.86,14,4955.42,353.96
1346,989,parnamirim,RN,14,4,-13.29,4.79,14,3266.6,233.33
1347,131,rio de janeiro,RJ,5,1,-8.0,5.0,5,1079.5,215.9
1348,1712,sao paulo,SP,12,1,-10.3,4.58,12,2554.7200000000003,212.89
1349,576,sao paulo,SP,22,1,-4.0,4.77,22,1315.22,59.78
1350,2462,sao paulo,SP,59,2,-13.7,4.19,59,3169.69,54.15
1351,2962,fernandopolis,SP,2,2,,1.0,2,190.8,95.4
1352,2230,sorocaba,SP,7,1,-12.43,3.71,7,744.35,106.34
1353,2958,penapolis,SP,4,2,-5.5,4.75,4,409.6,102.4
1354,2092,brusque,SC,19,3,-15.17,4.53,19,13665.9,719.26
1355,1595,sao paulo,SP,1,1,-17.0,4.0,1,559.0,559.0
1356,2244,sao paulo,SP,6,1,-5.33,4.83,6,549.4,91.57
1357,2423,uberaba,MG,45,4,-16.07,4.02,45,14247.5,316.61
1358,403,fortaleza,CE,4,1,-13.5,4.5,4,750.49,187.62
1359,1954,pinhais,SP,14,3,-15.93,4.43,14,2752.5,196.61
1360,839,japira,PR,11,3,-12.64,4.36,11,3415.7,310.52
1361,1572,guarulhos,SP,18,1,-5.39,4.56,18,1277.41,70.97
1362,1242,sao paulo,SP,46,1,-8.43,4.07,46,4961.64,107.86
1363,1756,toledo,PR,1,1,-9.0,5.0,1,59.9,59.9
1364,1525,boituva,SP,14,3,-15.79,4.0,14,423.59999999999997,30.26
1365,39,blumenau,SC,9,1,-8.44,4.44,9,108.0,12.0
1366,1048,belo horizonte,MG,13,2,-14.46,4.54,13,766.9200000000001,58.99
1367,3034,serrana,SP,17,5,-10.88,4.18,17,11649.83,685.28
1368,852,taio,SC,3,1,-14.67,4.67,3,175.7,58.57
1369,2859,guarulhos,SP,27,1,-8.22,4.52,27,3785.0,140.19
1370,1420,brasilia,DF,9,3,-10.67,4.56,9,790.0,87.78
1371,89,saquarema,RJ,15,2,-14.38,3.47,15,346.59999999999997,23.11
1372,2344,sao paulo,SP,15,1,-8.4,4.67,15,2470.9,164.73
1373,328,santos,SP,12,3,-9.08,4.33,12,10173.11,847.76
1374,2673,sao paulo,SP,155,1,-15.26,3.75,155,9806.67,63.27
1375,51,franca,SP,52,1,-18.2,4.21,52,9321.68,179.26
1376,2096,umuarama,PR,13,1,-8.62,4.54,13,9192.0,707.08
1377,967,vila velha,ES,2,1,-13.0,4.0,2,179.8,89.9
1378,2477,divinopolis,MG,38,5,-8.0,4.47,38,4269.18,112.35
1379,1160,vargem grande do sul,SP,12,2,-15.17,3.83,12,1612.5,134.38
1380,102,sao paulo,SP,11,1,-9.0,4.45,11,343.40000000000003,31.22
1381,2207,sao bernardo do campo,SP,28,1,-10.04,4.07,28,3047.2000000000003,108.83
1382,3082,londrina,PR,19,5,-9.39,3.79,19,2828.9,148.89
1383,2646,rio de janeiro,RJ,16,1,-8.0,4.56,16,933.97,58.37
1384,2571,sao paulo,SP,73,4,-12.73,4.26,73,13307.39,182.29
1385,935,belo horizonte,MG,4,1,,1.0,4,159.6,39.9
1386,2050,curitiba,PR,3,1,-21.67,3.33,3,261.0,87.0
1387,2722,guarulhos,SP,24,1,-8.0,3.17,24,2005.3600000000001,83.56
1388,2279,rio de janeiro,RJ,7,1,-7.29,4.57,7,809.5,115.64
1389,2090,araguari,MG,2,1,,1.0,2,599.8,299.9
1390,673,santo andre,SP,5,4,-16.2,4.4,5,8177.0,1635.4
1391,764,belo horizonte,MG,9,2,-11.0,5.0,9,389.84,43.32
1392,1306,cotia,SP,17,1,-13.12,4.53,17,3422.0,201.29
1393,211,angra dos reis,RJ,6,3,-6.83,3.83,6,2368.8,394.8
1394,2076,mogi das cruzes,SP,1,1,-10.0,3.0,1,55.9,55.9
1395,504,brasilia,DF,12,1,-10.75,5.0,12,4552.0,379.33
1396,589,taboao da serra,SP,47,3,-6.38,4.47,47,995.8,21.19
1397,1800,mairipora,SP,20,2,-12.16,4.1,20,1887.0,94.35
1398,483,brasilia,DF,9,1,-14.33,5.0,9,1829.91,203.32
1399,1215,sao paulo,SP,51,1,-12.24,3.76,51,8809.0,172.73
1400,1735,rio de janeiro,RJ,2,1,-3.0,5.0,2,196.0,98.0
1401,2201,sao paulo,SP,4,2,-10.0,4.5,4,159.6,39.9
1402,196,pederneiras,SP,17,2,-10.12,2.53,17,2494.8900000000003,146.76
1403,1755,tiradentes,MG,23,4,-18.87,3.26,23,2223.5,96.67
1404,253,ouro preto,MG,19,0,-14.53,4.37,19,1658.64,87.3
1405,2145,sao paulo,SP,13,1,-5.92,5.0,13,1130.0,86.92
1406,377,paraiba do sul,RJ,25,1,-12.36,4.28,25,4537.6,181.5
1407,1196,sao paulo,SP,5,1,-15.5,3.4,5,429.5,85.9
1408,1940,nova iguacu,RJ,10,2,-9.0,3.9,10,4044.1,404.41
1409,2618,baependi,MG,110,2,-13.95,4.07,110,14021.8,127.47
1410,419,votorantim,SP,46,6,-11.65,4.3,46,5382.18,117.0
1411,2665,cascavel,PR,1,1,-19.0,5.0,1,87.9,87.9
1412,65,sao paulo,SP,1,1,-12.0,5.0,1,42.9,42.9
1413,2384,lajeado,RS,3,1,-5.33,4.67,3,297.0,99.0
1414,2610,sao caetano do sul,SP,2,1,-30.0,1.5,2,198.0,99.0
1415,1799,bauru,SP,4,1,-10.5,4.75,4,130.6,32.65
1416,2552,atibaia,SP,9,1,-7.89,4.78,9,404.35,44.93
1417,2095,claudio,MG,38,4,-24.35,3.13,38,1425.14,37.5
1418,2630,sao paulo,SP,12,2,-10.83,4.17,12,3050.0,254.17
1419,2520,ilheus,BA,28,2,-14.46,4.64,28,17373.01,620.46
1420,799,coronel fabriciano,MG,21,3,-11.58,3.9,21,2885.9,137.42
1421,1643,rio de janeiro,RJ,20,1,-11.21,4.0,20,1482.36,74.12
1422,2326,sao paulo,SP,2,2,-13.5,3.5,2,54.8,27.4
1423,718,itapevi,SP,3,1,-7.33,4.33,3,198.98,66.33
1424,3006,sorocaba,SP,5,1,-8.8,4.6,5,174.84,34.97
1425,2284,brasilia,DF,12,2,-8.33,3.5,12,663.15,55.26
1426,1278,santo andre,SP,2,1,-3.5,4.0,2,124.0,62.0
1427,2720,sao paulo,SP,22,1,-7.86,4.14,22,1878.58,85.39
1428,2707,sao paulo,SP,51,4,-7.67,4.33,51,7400.09,145.1
1429,2255,santo andre,SP,2,1,-4.0,3.0,2,69.0,34.5
1430,16,timoteo,MG,16,3,-19.5,3.62,16,7168.0,448.0
1431,2519,sao paulo,SP,25,1,-8.04,4.12,25,2475.0,99.0
1432,1485,rio de janeiro,RJ,27,2,-9.93,4.44,27,11857.08,439.15
1433,112,cascavel,PR,13,1,-14.38,3.54,13,354.7,27.28
1434,1732,sao paulo,SP,16,4,-10.38,4.62,16,1604.59,100.29
1435,2690,itajai,SC,16,1,-14.69,4.06,16,1654.0,103.38
1436,1681,osasco,SP,7,5,-9.83,2.71,7,1624.66,232.09
1437,2403,guanambi,BA,22,3,-9.59,4.45,22,17522.0,796.45
1438,1305,torres,RS,4,1,-12.0,4.75,4,184.69,46.17
1439,85,joao pessoa,PB,9,1,-10.22,4.11,9,946.49,105.17
1440,2308,campo magro,PR,3,1,-13.0,5.0,3,832.4100000000001,277.47
1441,2683,rio de janeiro,RJ,8,2,-15.0,4.25,8,353.32,44.16
1442,200,aparecida,SP,49,1,-12.06,4.39,49,864.05,17.63
1443,245,ibitinga,SP,1,1,-23.0,1.0,1,89.9,89.9
1444,715,joinville,SC,31,4,-8.55,4.9,31,2123.7999999999997,68.51
1445,2637,santo andre,SP,18,1,-8.72,4.56,18,1259.1,69.95
1446,3029,sao jose do rio preto,SP,7,2,-6.71,4.71,7,398.75,56.96
1447,1255,campina das missoes,RS,22,1,-15.82,2.82,22,1528.01,69.46
1448,1300,niteroi,RJ,23,2,-13.91,3.91,23,2068.8,89.95
1449,709,colombo,PR,38,2,-13.16,3.82,38,4030.2000000000003,106.06
1450,2987,sao paulo,SP,9,2,-17.22,4.44,9,1389.4,154.38
1451,471,campinas,SP,8,2,-12.88,4.12,8,349.28999999999996,43.66
1452,2138,montenegro,RS,9,2,-8.67,4.44,9,743.9,82.66
1453,1353,sao paulo,SP,3,1,-6.33,3.67,3,557.0,185.67
1454,2934,fernandopolis,SP,30,3,-15.43,4.7,30,3147.16,104.91
1455,2615,mombuca,SP,33,2,-23.12,4.0,33,2666.7000000000003,80.81
1456,618,campinas,SP,23,1,-16.5,4.0,23,889.6999999999999,38.68
1457,1941,franca,SP,19,1,-15.32,4.53,19,1248.1,65.69
1458,2883,rio de janeiro,RJ,22,5,-7.24,3.91,22,970.8,44.13
1459,1387,curitiba,PR,4,1,-10.25,4.75,4,1126.0,281.5
1460,2432,petropolis,RJ,14,1,-14.79,4.0,14,715.0,51.07
1461,1710,tres de maio,RS,14,1,-22.54,1.93,14,644.95,46.07
