review_comment_message,review_score
a empresa targaryen deixou a desejar com o envio do produto na cor errada ,4
recomendo este produto ,5
a qualidade do produto   boa  por m alguns furos do fundo do recipiente precisam ser reabertos com um palito  ,4
gostei comprarei outras vezes ,5
entregue no prazo,3
eu comprei no site da americana e pensei que a entrega seria feita igual foi da minha compra anterior  hot wheels  mas foi um engano  v o os senhores olhar o dia de despacho e verifiquem a data de hj ,1
foi tudo correto   acompanhamento da entrega  servico eficiente ,5
entrega muito demorada e ainda houve atraso ,3
produto da china  quebrou no primeiro uso   n o recomendo e n o compraria novamente ,1
tudo certo   conforme combinado ,5
mercadoria de pessima qualidade n o tem nada a ver com a foto n o indico ,1
parab ns  ,5
como sempre prestando um excelente trabalho  e surpreendo cm a rapidez na entrega,4
comprei dois itens e a loja enviou apenas    estou no aguardo do produto ou a devolu  o do dinheiro ,2
essa empresa est  de parab ns  o produto que comprei foi do jeito que esperava ,5
chegou antes do prazo determinado pela loja  ,5
super recomendo  ,5
adoro comprar nas lannister,5
muito bom o produto  ,5
gostei muito do produto,5
sobre a qualidade e efici ncia do produto no momento n o posso comentar  visto sem previs o para uso  simplesmente comprei casa seja necess rio ,3
presta  o do servi o adquirido executada perfeitamente  dentro do prazo e atendendo aos plenamente ao direito do consumidor  super recomendo ,5
ok  ,4
entrega super r pida   os produtos s o bons por m vem todos iguais achei disnecessario vou ficar com muitos pinc is sem usar pelo fato de serem iguais ,1
produto entregue antes do prazo e veio o que anunciaram ,4
compraria novamentw,4
produto de  tima qualidade  com cores vivas e bem recortado  deu um pouco de trabalho pra colocar  devido   falta de experi ncia  mas o resultado foi surpreendente ,5
eu recomendo       ,5
fiquei satisfeita ,5
n o esperava tanto daquilo que eu tinha vista na loja  estou muito satisfeito ,5
chegou de acordo com o que foi pedido ,4
comprei duas toalhas e recebi apenas uma ,1
a entrega n o foi realizada at  o momento ,1
bom amei que era m vel mas gostei,3
me estressei um pouco pois o vendedor n o me deu retorno em rela  o a compra n o recebi notifica  o do andamento do processo por m o produto chegou   original   o material   bom,3
tudo  timo,5
r pido  bom pre o e item correto ,5
a venda n o se encerra no ato do pagamento  ap s este momento n o temos mais nenhum contato po parte da loja    como se o cliente n o existisse ,1
otima loja ,5
muito bom produto eu gostei,3
n o tenho do que reclamar  s  gostaria que ligassem antes para avisar que estaria vindo entregar o produto  pois chegou bem na hora que eu estava saindo de casa  ,5
meu produto estava previsto para entrega em junho     por m houve antecipa  o sem avisos do site e nem do correios  por fim  tive q buscar meu produto  isso pq paguei o frete ,1
tinha cancelado  mas por chegar antes do prazo  acabei ficando com o produto  ,3
pessima loja  vende e depois n tem estoque   ,1
paguei e n o recebi  quero meu dinheiro de volta lannister ,1
a pel cula ficou bem menor que a tela do celular ,3
n o sei se n o vi  mas o produto que chegou n o me pareceu novo   sem manual   enfim  na hora da compra n o verifiquei pq sempre compro nessa loja e   coisa nova nem sabia q vendiam coisas usadas ,1
um m s que fiz a compra e estou pagando por uma coisa que nao tenho  absurdo,1
o produto chegou com bastante antescedencia e fiquei muito feliz por isso  obrigada,5
produto chegou no prazo  mas com defeito  estou pedindo troca ou reembolso ,3
o produto chegou bem embalado e antes do prazo  gostei muito do vendedor ,4
comprei duas pe as s  recebi uma tudo bem que   de empresas diferentes mas acho complicado pois    s o pe as para finalizar o enxoval de uma noiva ,3
produto de  tima qualidade  entretanto  no site tal produto parecia ser mais peludo  contudo  loja e produtos recomendados  ,4
muita demora ,2
negativo,1
aguardando entrega,1
ate agora comprei o transformador de voltagem      btu nao recebi liguei pra americana a atendente me falou q ia liga pra transportadora e mr retorno em dois dias ja se passaram o prazo  ,1
quero uma resposta s  apenas isso ,1
nao recebi o produto ainda ,1
comprei um walk talk e recebi uma baba eletr nica n o consigo contato para efetuar a troca   pe o por favor que seja enviado o produto adquirido,1
eu gostei  por m   funciona  acho que est  com defeito  pedi ent o a devolu  o ,3
era o que eu esperava  bonita  facil instala  o   ,5
muito bom ,5
produto correto  recebi dentro do prazo  satisfeito ,5
tudo correto e antes do prazo de entrega,5
eu ainda n o  pois os cabides n o chegou   assim que usar vou tomar aqui pra avaliar ,4
muito bom ,3
adega veio quebrada e fornecedor n o retornou contato  tive que cancelar o pedido ,1
nunca mais compro no lannister ,1
estranho porque foi entregue de    em   ,4
muito bom,5
compramos uma torneira para o banheiro   torneira cascata e   uma pe a muito delicada de vidro   ela veio com um trincado no c rculo  fiquei muito chateado pois n o   uma pe a cara c defeito,1
recebi produto bm antes do prazo  s  que n o veio da cor que pedi  ,5
 timo,5
produto de boa qualidade ,5
ainda n o recebi,3
entrega    dias antes do previsto  produto em estado perfeito ,5
sem palavras  surpreendente ,5
o produto chegou em menos de uma semana  v rios dias antes do previsto  e muito bem acomodado no pacote  o produto   excelente  estou muito satisfeito e voltaria a comprar com certeza ,5
produto entregue no  prazo  ,5
recebi o pedido em menos de uma semana  s  que comprei com as medidas erradas e quero devolver o produto dentro do prazo do direito do consumidor e n o estou conseguindo  ,5
excelente servi o e os produtos foram exatamente o que eu esperava ,5
veio faltando componentes de montagem    precisei comprar outra carneira    veio com v rios defeitos    ,1
nota    chegou no prazo e do jeitinho que estava no site ,5
atrasou m s recebi ,3
maravilhoso    ,5
satisfeita com minha compra ,5
super recomendo,5
eu s  acho que deveria ter data certa para entrega do produto  n o ficar esperando dias para receber o produto    ex  o meu produto chegou dia   de mar o  mas a informa  o era at  o dia    de mar o ,3
eu comprei o produto  por m o vendedor n o tinha o mesmo em estoque  absurdo  ,1
chegou bem antes do prazo   timo produto recomendo a todos ,5
oiiii muito bom recomendo  s  tenho a agradecer  a equipe venho ate antes do prazo     to esperando so mais um dos pedidos,5
parab ns pelo atendimento     um abra o enedina,5
n o recebi nada ,1
amei o produto  chegou antes do prazo parab ns baratheon ,5
muito bom  ,5
boa tarde    comprei tres produtos so chegou dois  por isso nao tem como eu responder que meu produto chegou  por favor resolvam isso ,1
fui muito bem atendida estou satisfeita ,5
o que faltou para a    estrela foi a aus ncia das aberturas para a porta do plug dos fones de ouvido e para um dos microfones,4
o produto chegou diferente do comprado,1
produto muito ruim  pe as min sculas e fr geis  produto muito inferior   horr vel,3
a capa entra justa no console ,3
muito pr tico para apartamento e visual elegante ,5
muito bom,5
eu recomendo r pido pr tico muito bom,5
exelente loja ,5
entrega nao foi feita  e tive grande dificuldade para obter uma explicavao e tentar resolver  ate agora ainda nao esta resolvido ,1
o produto foi entregue no prazo  ainda n o posso avaliar a qualidade do produto   por n o usei ainda,3
chegou no prazo e em  timas condi  es  parab ns ,5
outro produto foi entregue no lugar,1
pre o justo qualidade  tima  recomendo,5
tudo certo  como sempre ,5
fiquei muito satisfeito com a compra  o produto chegou antes do prazo previsto  por se tratar de um material eletr nico  ainda irei testar seu funcionamento  mas penso que est  tudo ok ,5
excelente loja    ,5
super recomendo ,5
o produto   bom,3
estou satisifeito com as compras feitas pelo site,5
muito boa ,5
mesmo sendo em periodo de fim de ano  achei muito rapido o atendimento  obrigado ,5
n o recebi as   caixas  apenas    est o faltando   caixas de l pis de cor  ,1
recebi o produto antes da data,5
servi o r pido e eficiente ,5
estou aguardando meu produto at  hoje  paguei o valor do frete exigido  ,1
comprei aqui em s o paulo  para presentear em outro estado     fiquei super preocupada porq a minha irm  vai ganhar bb agora no fim do m s  e a loja me deu o prazo ate dia       mesmo assim arrisque,5
excelente parceiro o stark tem  lindo o produto  muito bem embalado e sem nenhum defeito  recomendo a loja  ,5
entrega r pida   produto como descrito no an ncio ,5
loja excelente,5
recomendo  chegou muito antes do prazo  ,5
fiquei satisfeita com a entrega bem antes do prazo  agora o produto  tecido  n o surpreendeu  deixou a desejar  mas  n o   de todo ruim  descart vel  mas  por hora aproveit vel ,5
comprei   mem rias  s  recebi   ,1
recomendo a empresa pela celeridade  embalagem e excelente atendimento  lhes desejo sucesso e bons neg cios ,5
at  agora n o recebi o produto e n o fui informada sobre a chegada dele ,1
fiquei muito satisfeito com o produto  do jeito que eu estava querendo e com entrega bem r pida ,5
maravilhoso  faz um pouquinho de barulho mas faz bastante fuma a ,5
otimo,5
produto chegou antes do prazo,5
comprei num dia e no outro j  recebi o produto  recomendo ,5
o produto chegou r pido   ,5
n o gostei do produto  mas a log stica foi boa ,2
comprei   unidades conforme o pedido  chegou uma unidade a pre o de   unidades conforme a nota fiscal  ou seja comprei   lonas de esteira e recebi s  uma no site tava       cada unidade comprei duas ,2
a  nica queixa   que n o tive atualiza  es do status do produto  gostaria de saber melhor as fases at  ele ser entregue pra eu poder estar esperando  fora isso  tudo certo ,4
gostei da loja  da qualidade do produto  da entrega  por m apesar de constar na descri  o o tamanho do notebook  o meu n o coube  a pasta ficou pequena e n o fechou ,5
bom,5
recebi um produto diferente do que pedi e n o estou sendo assistida quanto a isso  ,1
quero o cart o de cr dito das lojas lannister  minha satisfa  o   plena  ,5
adorei,5
produto de  tima qualidade e entrega r pida  recomendo ,5
ok,5
produto entregue no prazo sem reclama  o,5
ap s longa espera  recebi produto errado  cor diferente   com marcas de manuseio  parecendo produto usado   embalagem sem lacre e amassada  marketplace   juntos na venda  ausentes no problema ,1
recomendo  minha filha de quatro patas possui pelos longos e esse bebedouro foi  timo para ela   super recomendo ,5
pra variar  foi uma  tima compra   super recomendo ,5
chegou antes do prazo produto correto adorei   ,3
recomendo ,5
super recomendo a loja  chegou antes do prazo dado  que voc s continuem assim  estou super satisfeita  ,5
recebi antes do prazo de entrega   muito bom,4
meu produto ainda n o chegou    ,1
 timo produto,5
eram mais de um item e at  agora s  chegou a panela de press o   estou habituada a comprar nas lojas lannister e tenho esperan a de receber o que paguei   kit vitrificador de pl stico e revelador de ,1
nota   ,5
recomendo,5
recomendo tudo certo  ,5
n o era o tecido que imaginei mas mesmo assim   bem feita  gostei ,5
o produto   bom a entrega   rapida mas frete muito caro ,3
chegou certinho  s  q demorou um bom tempinho pra chegar   mas o produto   lindo  de qualidade  super recomendo     ,5
n o recebi em casa tive que busca nos correios e veio com a cor diferente da que eu pedi,3
produto conforme o anunciado ,5
comprei   remedios e me entregaram apenas o   preciso dos remedios,1
produto muito bom vale muito a pena   tecido otimo  entrega no prazo,5
agradeco atencao,5
produto de baixa qualidade   se dependesse de mim  esse produto sairia da grade de ofertas,5
produto excelente bom  bonito gostei muito atendeu as minhas expectativas  fiz o teste pra saber sobre prova dagua  tudo ok  eu recomendo nota mil  ,5
tudo ok,5
produto entregue dentro do prazo estabelecido e de  tima qualidade cumprindo os requisitos especificados no an ncio ,5
parabens entrega otima,5
o produto veio repleto de avarias e as pe as n o se encaixam devidamente  o que foi constatado por montador profissional  a qualidade tamb m n o   a indicada  lastim vel ,1
recomendo ,5
eu recebi o produto dentro do prazo  gostei muito    de  tima qualidade  j  estou usando   ,5
chegou antes do prazo e  recomendo a todos ,5
n o veio o produto certo  quero devolver o mesmo e quero meu dinheiro de volta ,1
chegou antes do prazo e embalado corretamente,5
lannister essa loja e muito boa recomendo,4
n o receci todas as pe as compradas  somente metade das pe as compradas,1
chegou bem antes do prazo dado e o produto   excelente     eu recomendo       ,5
mto bom recomendo recebi dentro do prazo ,4
legal   ,2
bom produto,2
eu achei que era o tubo e quando chegou parecia um coco de p ssaro  n o gostei de verdade ,2
bom,3
at  agora n o recebi o que comprei  nunca passei tanto tempo para receber um produto comprado no site das lannister  ,1
recebi meu livro em perfeitas condi  es e no prazo  recomento a loja ,5
boa,4
recebi o produto no prazo  fiquei muito satisfeito ,5
nao tive problemas na entrega nota      ,5
sempre satisfatoria as compras deste site,5
n o recebi o produto at  dia    de abril de       ,1
super recomendo  entrega r pida  produto  timo ,5
 timo produto  recebido dentro do prazo  recomendo a todos ,5
quanto a entrega  foi muito antes do prazo  agora falta saber a qualidade do produto   ,5
n o entregou o produto e nem deu satisfa  o  ,1
bom,5
chegou antes do previsto ,5
estou h  mais de    dias para devolver este produto  solicita  o que fiz no dia seguinte ao recebimento por notar que havia pedido produto errado  j  fiz duas solicita  es de devolu ao e nada at  hoje,1
meu produto chegou no prazo certo e no pedido certo  obrigado por tudo  ,5
foi entregue antes do previsto  gerando ainda mais a minha satisfa  o   n o tive problema ou dano algum com a entrega     recomendo  ,5
produto entregue e sem danos e de excelente qualidade ,5
s o lindas  pr ticas e f ceis de lavar  adorei ,5
at  a presente data n o recebi minha compra  exijo uma solu  o urgente ,1
 timo pra limpar a casa e da brilho e muito bom deixa o ch o limpo e perfuma e brilhoso muito bom eu recomendo para as dona de casa e acaba a faxina mais r pido  ,5
perfeito  super indico ,5
foi entregue no prazo e muito bem protegido na embalagem ,5
prefiro nem coment rios ,1
excelente adorei perfeito muito bom gostei muito obrigado     ,5
tudo bem produto chegou   o que eu esperava ,5
n o recebi meu produto ainda,1
entraga rapida  minha m e adorou o presente,5
faltou um produto  a compra foi dois  e entregaram somente um,3
comprei tr s produtos na targaryen e n o recebi nenhum  todos atrav s das lojas lannister  ,1
satisfeito,5
chegou ates do previsto e o produto e de boa qualidade eu amei minha netinha vai adorar    ,5
o prato girat rio que eu pedi foi na cor off white e me enviaram o transparente ,2
entrega muito antes do prazo   sempre dou os parab ns a lannister   produto conforme o an ncio ,5
excelente compra  entrega realizada antes do previsto ,4
o produto atendeu a minha expectativa e me surpreendeu com brindes  pois recebi v rios chaveiros do flamengo ,5
atingiu minha espectativa,5
podia ser utilizado apenas uma embalagem ,3
produto muito bom  ,5
demorou demais pra entregar,3
a foto do produto   jogo de tapete com tunel    por m o enviado n o foi com tunel ,3
amo os produtos  mas precisava baixar os valores de frete  muito caros ,4
produto de  tima qualidade veio antes do prazo ,4
n o recebi meu pedido  estou sem a encomenda e sem esclarecimentos ,1
o produto veio com v rias partes quebradas dentro da caixa  ,2
muito bom o produto e rapida entrega super recomendo ,5
produto excelente  embalagem muito boa  prazo perfeito  recomendo a todos ,5
as tr s empresadas associadas da targaryen est o de parab ns  entregaram os produtos bem antes do prazo  e j  estou degustando um cafezinho mo do na hora  preparado na prensa francesa ,5
gostei muitoa pel cula protege e n o prejudica nada na sensibilidade do touch,5
 timo ,5
ok,5
recebi o produto com atraso recebi somente apos reclamar   n o veio o laudo da cadeira conforme a nr especificado no produto  n o veio o manual com instru  o para montagem e a base  p   veio com risco,2
produto n o era o mesmo da foto  embora com caracter sticas funcionais semelhantes ,3
recebi sem problemas   ,5
 timo produto  entrega muito antes do prazo   super recomendo a loja  ,5
estou aguardando o envio do  manual  do produto comprado ,1
r pido,4
produto veio direitinho bem embalado e chegou antes do prazo  estou muito satisfeita,5
deveria ter um certo tipo de cuidados com as emtregas e saber se receb i ou nao,1
recomendaria pela entrega feita  prazo    mas a anterior a essa que comprei a fidget spinner morcego do batman preto  veio com as roldaninhas enferrujadas e logo que abrimos a caixinha  soltou a pe a,4
comprei dois produtos no mesmo dia  de   fornecedores   lojas  diferentes  a saraiva me entregou antes do prazo  a targaryen n o compriu o prazo para entrega que era dia         ainda estou aguardando ,2
gostei cumpriu o que prometeu,4
muito bom produto entrega rapido,4
como foram dois produtos  ainda estou no aguardo do segundo item  mesa de centro    mas o puf j  chegou e em perfeito estado ,5
o produto foi entregue bem antes do prazo ,5
fornecedor respons vel produto bem embalado  entrega r pida  faz jus a uma boa recomenda  o ,5
foi tudo recebido perfeitamente,5
 timo,5
produto n o   original  e n o era isso que tinha no an ncio  quero devolver o produto e o estorno do pagamento ,1
cumpre com oque promete ,5
zero responsabilidade,1
a frequ ncia do produto est  incompat vel com a rede el trica brasileira e n o foi mostrado na descri  o do produto antes de ser comprado,1
amei comprar nas lojas lannister  f cil de comprar pelo aplicativo e pode acompanhar o rastreamento  espero comprar mais vezes ,5
comprei e n o recebi  sem nenhuma not cia at  o momento ,1
atendeu super bem todas as expectativas  s o bem afiadas e veio em um estojo preto bem organizado e bonito,4
produto chegou quebrado  e n o consigo realizar a troca pelo site  ,1
veio certinho e no prazo,5
gostei muito da agilidade na entrega   na qualidade do produto,5
demorou demais a entrega  produto nao muito refor ado mas bonito,2
nao comprei picadinho p chegar em casa  picadinho cada dia uma coisa  nao sou sua empregada  nao quero mas comprar de voces  nunca mas  chato  ,4
chegou antes do esperado,5
material muito fragil achei que o produto era melhor,1
 timo ,5
foi falado que houve problemas na entrega mas n o falava o que e nem como seria resolvido  me causou uma preocupa  o e frustra  o desnecess ria j  que o mesmo chegou antes do prazo estipulado  ,3
boa noite  dia      receci somente o pneu n o foi entregue o kit relacao  ,4
at  a presente data n o recebi o produto  gostaria de saber como devo proceder     solicito estorno do valor pago  ,1
entrega r pida e com qualidade,5
superou a expectativa  tanto no produto como a entrega bem antes do prazo,5
ainda esperando   ,1
boa,5
 timo produto   foi entregue antes do prazo ,5
a stark mais uma vez est  de parab ns pela rapidez na entrega do produto   a central multim dia   a mesma usada no novo corolla  na compra teve a c mera de r  de brinde  at  o presente n o instale,4
amei ,5
espero que continue funcionando bem ,4
fui enganado    assim que estou me sentindo   pensei ter comprado um funko pop original e recebi um produto de m  qualidade  ,1
recebi o produto  porem n o gostei do produto  bem diferente da foto   estou solicitando a devolu  o ,3
entrega antes do prazo   ,5
otimo,5
o  nico problema s o as agencias de correios que dizem ter ido a resid ncia entregar e que n o havia ningu m na resid ncia  o que n o confirma  mas no geral esta tudo bem  grata ,5
o produto que pedi veio numa numera  o diferente da que havia pedido ,2
gostei  repetirei outros pedidos,5
recomendo excelente ,5
fiz compra de dois itens por m s  um foi entregue   estou aguardando retorno do vendedor e ate o momento nada  estou tendo muita dificuldades no contato e o processo j  foi ffinalizado  ,1
produto bem acabado e entrega r pida,5
chegou tudo certinho  recomendo a loja   ,5
j  compro algum tempo nessa loja e n o tenho nada a reclamar ,5
satisfeita,4
muito lindo o designer do relogio,5
muito bom,5
minha filha amou a mochila  muito linda  ,5
recebi o produto correto  bem antes do prazo final da entrega ,5
o produto pelo valor ok apesar de j  no primeiro dia de uso a correia soltou       ,4
a compra foi cancelada porque n o tinha estoque do produto  houve o estorno dos valores no cart o de cr dito  tudo foi resolvido por email mas poderiam disponibilizar um telefone de contato ,3
jjjjjj,5
n o veio a nota fiscal do produto ,3
produto excelente  perfeito estado  chegou muito antes da previs o  adorei  dica  atentar porque o ilh s  onde passa o var o    mais estreito que o normal   ficando pesada para var o fino    ,5
gostei muito da compra super r pido entrega antes do q eu imaginava parab ns pessoal do baratheon,5
bom dia   eu me arrependi dessa compra e gostaria de devolver  como eu fa o ,5
at  agora n o sei a onde foi parar meu produto,1
adorei a mercadoria ,5
suporte diferenciado  pois permite depois que j  apertou os parafuso  apenas encaixar a tv na parte do suporte da parede ,4
comprei   produtos e recebi apenas um  quero receber os tr s restantes ,1
 pinceis s o muito macios e bonitoa  gostei muito mas podiam ser maiores,5
amei maravilhoso,5
adorei o produto  vendedor atencioso   produto entregue dentro do prazo estabelecido  recomendo a todos os clientes das lojas lannister ,4
passou do prazo de entrega  demorou ,1
o produto veio estourado ,3
muito bom,5
gostei demais pela agilidade e comprometimento com os clientes ,5
produto entregue no prazo  entretanto tive que pegar nos correios  pois disseram que nao foram atendidos  porem nao deixaram aviso  fiquei sabendo por email do stark   quanto ao produto   bem lega,4
produto deveria est  dentro de uma caixinha ou coisa parecida,4
ainda n o recebi o produto,1
perfeito entrega tudo beleza,4
produto chegou antes do prazo ,5
entrega muito r pida  satisfeito,5
produto anunciado n o condiz com o aparelho,2
 timo produto super recomendo ,5
meu produto ainda n o recebi preciso de uma posi  o a respeito do meu produto ,2
recebi o patines em perfeitas condi  es bem antes do prazo dado pela loja ,5
foram entregues   banners  falta    n o chegou ,1
rel gio n o valeu o que paguei  material de baixa qualidade  creio que as lojas lannister n o deveriam vender  rel gios como os de camel s  ,1
produto entregue antes da data e em perfeito estado ,4
minha compra foi de dois produtos  tinha apenas um c digo de rastreio  chegou apenas um ,1
data de fabrica  o ha mais de um ano e meio  data de validade para daqui quatro meses,1
excelente produto  timo prazo de entrega recomendo a todos ,4
excelente parabens entregue bem antes do prazo estipulado,5
otimo material  muito bonita e chegou bem antes do prazo,5
o fio da peruca   de boa qualidade  mas ela   extremamente rala  muito rala  cheia de buracos  d  pra ver a renda da toca da peruca  o cabelo embaixo  qualquer um nota que voc  est  de peruca ,2
somente demorou muito,4
a cortina chegou dentro do prazo e o produto chegou do geito como eu esperava que fosse   ,5
ok,3
sempre compro no site das lannister mais de    anos e nunca tive problemas  porem essa ultima compra foi frustante  o produto estava apresentando uma cor mas veio com a tonalidade bem diferente,2
atendimento r pido  cortina com cheiro forte ,4
satisfeito ,4
produto de  tima qualidade e chegou dentro do prazo ,5
boa noite   produto entregue muito r pido  parab ns   vou testar e volto a comentar   at  breve ,5
produto dentro do esperado  de f cil montagem  recomendo ,5
o fabricante n o entrou mais em contato comigo para explicar porque os produtos que comprei n o foram entregues ,1
recomendaria o produto por m o tempo de entrega demorou demais  mesmo estando dentro do prazo  ,2
no sate falava que era sony com case   chegou um que n o   sony e nem veio a case  tomem cuidado com esse fornecedor promete uma coisa e manda outra ,1
chegou antes do praso estabelecido  muito bom ,5
preciso do vale para adquirir outro  ,2
foi entregue muito antes do previsto ,5
nota    ,5
tudo perfeito    adorei,5
a entrega foi fracionada tive desgaste e priblemas para resolver o impasse e foi estritamente desnecessario nunca tive qualquer problema com lannister com   simplesmente horrivel,1
gostei e platico,4
 timo produto como eu queria,5
bom  o rel gio   lindo  porem estou desconfiada se   original ou uma boa replica  ele veio em uma caixa estranha da casio que n o   igual as que vejo por ai  dos originais que s o pretas e quadradas ,1
houve avaria na embalagem  o produto foi para outro destino antes deste  a foto do produto n o confere com o que recebi  o produto parece funcionar  ainda n o encontrei um aplicativo para testar,1
a  nica observa  o   que se trata apenas de um teimosinho  o que pela imagem parece que receber  dois ,3
gostei ,5
entrega r pida  ,5
tudo certo  bom produto  chegou r pido ,5
muito satisfeita   ,5
tudo conforme descrito,5
muito r pido  mas as outras duas compras minha ta vindo de jegue  treze dias nem a nota fiscal ainda n o foi gerada ,5
produto muito bom chegou no prazo esperado ,5
nao recebi ,1
recebido no prazo  s  achei muito demorado ,2
produto bom,4
minhas filhas amaram       bem macio  ,4
ok,5
amei a cabana e a entrega ocorreu em   dia  til ,5
sem palavras est o de parab ns pela compet ncia e dedica  o ao cliente ,5
bom ,4
 estou satisfeita com todas as compras que j  fiz produtos bons   timo atendimento e entrega no prazo previsto,5
foi entregue at  antes do prazo ,5
excelente produto  valeu a pena comprar  fora dar um estilo no carro ,5
  pura engana  o  n o s o funko de verdade e recebi o item errado  ridiculo,1
muito bom ,5
processo e entrega excelentes     ,5
chegou antes do prazo ,5
produto maravilho ,5
produto conforme descrito  entrega r pida  ,5
o produto foi entregue pontualmente ,5
sem comentarios muito obg pelo produto e a entrega foi no dia mesmo ,5
demora na entrega  tive que enviar dois e mails para constatarem que o produto ainda n o foi entregue  ,1
foi entregue um dia apos o prazo  a entrega levou em media um prazo de   semanas quase  muito longo  ,3
excelente vendedor,5
ainda n o recebi o meu pedido  estava programado para o dia       e at  agora nada  hoje j    dia       ,1
enviou capinha errada e ainda por cima a pel cula trincada  n o recomendo a ningu m comprar ,1
amei o produto e chegou bem antes do prazo dado,5
produto top   loja show de bola  a melhor do planeta    vou comprar agora meu lg k   pro     ,5
entregou a mercadoria antes do prazo e em perfeitas condi  es ,5
 timo produto  entrega r pida,5
ao ligar o farol uma das lampadas da uma leve oscilada e as vezes apaga sozinha e depois acende novamente   j  troquei de lado as lampadas e o problema persiste ,1
muito bom o produto,4
com certeza comprarei outros produtos ,4
ok,4
fiquei satisfeito com o produto  recomendo  e sempre pe o neste site ,5
a bolsa muito bonita pano bom adorei ,5
recomendo loja muito confiavel   ,5
produto muito bom pelo pre o que   cobrado  vale a pena e produto foi entregue antes da data prevista  ,5
produto muito bonito e a entrega foi super r pida ,4
faltou na entrega    rolos de etiquetas ,3
gostei muito da loja lannister  obrigada,5
n o chego meu pedido,1
entrega adiantada  me mantiveram informado da posi  o do produto  e chegou correto,5
ainda n o recebi o produto encomendado ,1
adorei   tudo perfeito    rastreamento  entrega r pida e o produto  ,5
produto muito bom  eu recomendo ,5
muito bom  chegou antes do esperado ,5
eu comprei dois produtos de     ml cada  recebi dois de     ml    ainda com o produto vazado     quero meu dinheirooo,1
o produto esta retornando para que seja trocado na vers o de grau positivo         e      ,3
material excelente e entregue no prazo  amei ,5
entrega r pida ,5
entrega      no prazo    mas veio com pequeno defeito e n o estou conseguindo vazer a troca     preciso de ajuda ,4
exelente produto chegou ate antes do prazo previsto,5
excelente produto  liguei um ar condicionado port til de        btus  tudo ok   ,4
produto entregue antes da data previsa  maravilha  obrigado ,4
 timo produto  parece ser resistente pelo material fabricado    recomendo a todos,5
claro   super confi vel esta de parab ns,5
n o recebi o produto  enviei v rios e mails questionando e n o fui respondido  tenho tudo documentado e vou entrar com um processo contra o stark no procon e na justi a comum  ,1
pedido entregue no prazo e  timo atendimento quando precisei tirar duvidas,5
produto igual a foto e de boa qualidade  recomendo,5
eu recebi o produto com defeito quero devolver e receber vale compra  ou o estorno do pagamento   eu ja tenho outro produto no carrinho pra resolver esse problema   porem n o consigo um atendimento   ,1
adorei o produto    mto bom   ,5
recomendo a todos ,5
produto excelente,5
a melhor entrega de todos os produtos que j  comprei no site  muito eficiente  produto chegou r pido com tudo certinho  ,5
todas as etapas da compra ocorreram dentro do esperado ,4
perfeito,5
o produto parece muito bom  ele   leve e bem acabado  funciona  minha lhasa n o molha mais tanto os pelos  espero que o produto seja dur vel ,5
mto bom,5
vcs n o entregaram a quantidade de produtos pedidos quero que enviem o produto que est  faltando  se n o vou entrar com recursos legais ,1
ainda estou aguardando o meu produto    ainda n o chegou,1
 timo vendedor recomendo a todos,5
minha filha adorou a mochila  ent o est  super aprovado   ,5
baratheon arrasou novamente  entrega produtos excelentes   de qualidade e dentro do prazo ,5
cancelei o produto antes e eles me enviaram bem tempo depois,1
comprei o controle para ar condicionado da komeco e recebi da midea ,1
produto ok e chegou em um  timo prazo,5
 timo produto excelente entrega r pida forma de pagamento bom me desculpe por avaliar no prazo estendido obrigado a todos ,5
entrega antes do prazo,5
ficou faltando o kit de    toalhas brancas  ,1
chegou muit ssimo antes do informado  veio impec vel e muito lindo ,5
muito bom ,5
tudo ok,4
fiz uma compra de   produtos entregaram duas e o correio n o entregou a terceira alegando que nao tinha ningu m casa  como entregam   e n o tem ningu m pra receber a      tive que retirar  absurdo ,2
o produto foi entregue super r pido  por m n o foi entregue dourado conforme informado  e sim prateado  n o irei devolver porque sei que a demora ser  um transtorno ,4
todas as compras chegar o antes do prazo e em perfeito estado parab ns adoro voc s fam lia baratheon   recomendo a todos amigos   sou cliente a    anos e n o tenho o que reclamar     ,5
vivemos no pa s da mentira  brasil  duvida  ent o  leia a frase escrita no centro da bandeira nacional ,1
eu comprei o pendente na cor amarelo e ele veio inox ,1
produto chegou antes do prazo e tudo dentro da descri  o ,5
abri a embalagem  cx papel o  e esperava que um produto delicado como este n o viria embrulahdo num papel grosseiro   tipo embrulho de sapateiro   a tela veio com riscos     ,2
produtos com bom pre o  enviam o pedido dentro de um tempo legal ,4
recebi o smartphone faltando componentes na caixa e com a lente da camera traseira arranhada  parece que o produto j  foi usado  ap s mais de trinta dias de espera o produto vem em p ssimas condi  es ,1
chegou em simplesmente   dias  parab ns  ,5
    ,5
gostei da compra  mas a descri  o do produto quanto ao seu material  n o   verdadeira   pela burocracia na troca  prefiri ficar ,3
 tima compra  recebi dentro do prazo  a mercadoria estava como no pedido  recomendo o vendedor,4
gostei  ,5
o produto chegou no tempo previsto e   google mesmo ,5
o produto n o funciona e veio errado  ,1
produto  timo  a entrega deixou a desejar,2
chegou bem antes do prazo    muito antes,5
o produto foi entregue antes do prazo  gostei da t bua de carne s  fiquei chateada q a bandeja de baixo n o   um material bom  veio um pouquinho amassada  mas um bom produto,4
